Timestamp,User,Raw Data (Hex),Processed Data,Status
2024-12-30 08:58:11.259,swimmer2910,4a4a42a85b29292929a92929292929292929292929a9292929292929292942a85b29292929a9292929292929292942a85b292929a8b86b6b6b6b6b6b6b6b6b6b832929a8b86b6b6b6b6b6b6b6b6b6b6b29a8b86b6b6b6b6b6b6b6b6b6b0808080808080808080808a80808080808080808080842a86b6a6b6b6b6b4b6a4a6a6b1ba86a6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b1ba86b6a6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b1ba86b6a6b6b6b6b6b6b6b6b6b6b6b6b1ba86b6a6b0808080808c2a8210808080808c2a82c0808080808080808080808080848ffa86b6a6b6b6b6b4b6a4a6a6b21a86b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b480848fdb808080808080808080808080808080808080808080848fda80808080808080808080808080808080848ffa8080808080808080808080802a8fa08080808080808080808080808080802a8fa0808080808080808080808080802a8fa080884080808080808080808084808080808080808080808a8080808080808080828080802a82108080808080808080808080808080802a8080808080808080808080802a87b080808e8080808080808080808080842b86b6b6b6b6b6b6b6b6ba36b6b6b6b6b6b6b6b6b6b6b4a98a84a4a4a4a4a4a4a4a4a4a4a4aa84a4a4a4a4a4a4a4a4a4a4a42a86b6a6b6b6b6b4b6a4a6a6b1ba86b6a6b6b6b6b4b6a4a6a6b1b4a4a42a86b6a6b6b6b6b4b6a4a6a6b1b4a4a42ffa86a6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b1ba86b6a6b6b6b6b4b6a4a6a6b1ba829284a4a4a4a4a4a4a4a4a4a4a4a4a4a02a86b6a6b6b6b6b4b6a4a6a6b4b6a4a4a82a86b6b6b6b6b6b6b6b6b6b6b6b6b6b6b6b1bfdb84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4afda84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4affa80a,HEX: 4A 4A 42 A8 5B 29 29 29 29 A9 29 29 29 29 29 29 29 29 29 29 29 A9 29 29 29 29 29 29 29 29 42 A8 5B 29 29 29 29 A9 29 29 29 29 29 29 29 29 42 A8 5B 29 29 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 83 29 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 08 08 08 08 08 08 08 08 08 08 08 A8 08 08 08 08 08 08 08 08 08 08 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 08 08 08 08 08 C2 A8 21 08 08 08 08 08 C2 A8 2C 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FF A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 21 A8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 48 08 48 FD B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FD A8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FF A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 84 08 08 08 08 08 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 08 A8 08 08 08 08 08 08 08 08 28 08 08 02 A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 7B 08 08 08 E8 08 08 08 08 08 08 08 08 08 08 08 42 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B A3 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 4A 98 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B 4A 4A 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B 4A 4A 42 FF A8 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 29 28 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 4B 6A 4A 4A 82 A8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B FD B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A FD A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A FF A8 0A,Data Received
2024-12-30 08:58:11.260,swimmer2910,,HEX: 4A 4A 42 A8 5B 29 29 29 29 A9 29 29 29 29 29 29 29 29 29 29 29 A9 29 29 29 29 29 29 29 29 42 A8 5B 29 29 29 29 A9 29 29 29 29 29 29 29 29 42 A8 5B 29 29 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 83 29 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 29 A8 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 08 08 08 08 08 08 08 08 08 08 08 A8 08 08 08 08 08 08 08 08 08 08 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 08 08 08 08 08 C2 A8 21 08 08 08 08 08 C2 A8 2C 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FF A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 21 A8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 48 08 48 FD B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FD A8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 FF A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 FA 08 08 84 08 08 08 08 08 08 08 08 08 08 48 08 08 08 08 08 08 08 08 08 08 A8 08 08 08 08 08 08 08 08 28 08 08 02 A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 7B 08 08 08 E8 08 08 08 08 08 08 08 08 08 08 08 42 B8 6B 6B 6B 6B 6B 6B 6B 6B 6B A3 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 4A 98 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B 4A 4A 42 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B 4A 4A 42 FF A8 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 1B A8 29 28 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 6B 6A 6B 6B 6B 6B 4B 6A 4A 6A 6B 4B 6A 4A 4A 82 A8 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 6B 1B FD B8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A FD A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A FF A8 0A,Sent to Video Wall
2024-12-30 08:58:11.363,swimmer2910,4a4a4a4a4a4a4a0a,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:11.364,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:11.465,swimmer2910,4a4a42a8fa4a4a4a4a4a4a4a4a4a4a4a4a0a,HEX: 4A 4A 42 A8 FA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:11.465,swimmer2910,,HEX: 4A 4A 42 A8 FA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:11.571,swimmer2910,4a4a42a8fa4a4a4a4a4a4a4a4a4a4a0a,HEX: 4A 4A 42 A8 FA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:11.572,swimmer2910,,HEX: 4A 4A 42 A8 FA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:11.674,swimmer2910,ca4a4a4a4a4a4a4a4a4a4a4a4aca4a4a4a4a4a4a4a4a4a4a4aa80a,HEX: CA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A CA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 0A,Data Received
2024-12-30 08:58:11.675,swimmer2910,,HEX: CA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A CA 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A8 0A,Sent to Video Wall
2024-12-30 08:58:11.784,swimmer2910,4a4a4a4a4a4a4a0a,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:11.785,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:11.886,swimmer2910,4a4a42a8294a4a4a4a4a4a4a4a4a4a4a4a4a4a4a02a80a,HEX: 4A 4A 42 A8 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Data Received
2024-12-30 08:58:11.887,swimmer2910,,HEX: 4A 4A 42 A8 29 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 02 A8 0A,Sent to Video Wall
2024-12-30 08:58:11.988,swimmer2910,4a4a4a4a4a4a4a0a,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:11.988,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:12.245,swimmer2910,4a4a42a87b4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a42b84a4a4a4a4a4a4a4ac64a4a4a4a4a4a4a4a4a4a4a4a4a98a88c8c8c8c8c8c8c8c8c8c0c8c8c0c8c4a4a98a88c8c8c8c8c8c8c8c8c8c0c8c4a4a98a88c8c8c8c8c8c8c8c8cc64a8c8c8c8c8c8c8c8c8c4cffa84a4a4a4a4a4a4a4a4a4a4a1affa84a4a4a4a4a4a4a4a4a4a4a45538c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c4ca84a4a4a4a4a4a4a4a4a4a4a1a28c44a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1affa84a4a4a4a4a4a4a4a0a,HEX: 4A 4A 42 A8 7B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 B8 4A 4A 4A 4A 4A 4A 4A 4A C6 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 8C 8C 0C 8C 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 8C 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C C6 4A 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 45 53 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 28 C4 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FF A8 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:12.246,swimmer2910,,HEX: 4A 4A 42 A8 7B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 B8 4A 4A 4A 4A 4A 4A 4A 4A C6 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 8C 8C 0C 8C 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 8C 4A 4A 98 A8 8C 8C 8C 8C 8C 8C 8C 8C 8C C6 4A 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FF A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 45 53 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 4C A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A 28 C4 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FF A8 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:13.249,swimmer2910,c44a1aa84b4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1afdb88c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c8c0c48fda88c8cadafedadafedadafedadafedadafedadafedadafedada8a80c8c8c8c8c8c080c088c8c82a8da8cadaf61adafedadafedadafedadafedadafedadafedada0a80c8c8c8c8c68080c088c8c82a8318c8c8c8c8c8c8c8c8c8c8c8c8c8c8c02a80c8c8c8c8c8c080c088c8c82a85b488c8c8c8c8c8c8c8c8c8c8c8c8c8c42b84a4a4a4a4a4a0a,HEX: C4 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 48 FD A8 8C 8C AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 DA 8C AD AF 61 AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A0 A8 0C 8C 8C 8C 8C 68 08 0C 08 8C 8C 82 A8 31 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 02 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 5B 48 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 42 B8 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:13.250,swimmer2910,,HEX: C4 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 0C 48 FD A8 8C 8C AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A8 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 DA 8C AD AF 61 AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A0 A8 0C 8C 8C 8C 8C 68 08 0C 08 8C 8C 82 A8 31 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 02 A8 0C 8C 8C 8C 8C 8C 08 0C 08 8C 8C 82 A8 5B 48 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 8C 42 B8 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:13.416,swimmer2910,844a4a4a4a4a4a4a4a4a4a4a4a4a4a98a808080808080808080808290808080808080808080808080842a84a4a4a4a4a4a4a4a4a4a0a,HEX: 84 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 08 08 08 08 08 08 08 08 08 08 29 08 08 08 08 08 08 08 08 08 08 08 08 08 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:13.416,swimmer2910,,HEX: 84 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 08 08 08 08 08 08 08 08 08 08 29 08 08 08 08 08 08 08 08 08 08 08 08 08 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:13.517,swimmer2910,24a84a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a0a,HEX: 24 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:13.518,swimmer2910,,HEX: 24 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:13.667,swimmer2910,a84a4a4a4a4a4a4a4a4a4a440808080808080808c220080808080808c2944a4a4a4a4a4a4a4a4a4a4a4a4a4a4aa0a84a4a4a4a4a4a4a0a,HEX: A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 44 08 08 08 08 08 08 08 08 C2 20 08 08 08 08 08 08 C2 94 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A0 A8 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:13.668,swimmer2910,,HEX: A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 44 08 08 08 08 08 08 08 08 C2 20 08 08 08 08 08 08 C2 94 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A A0 A8 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:14.756,swimmer2910,844a4a1aa84b4a4a4a4a4a4a4a4a4a4a4a4a52080808080808080808080842b80808080808080808080808080808080808080808084808080845d7adafedad451dadafedadafedadafedadafedadafedadaf8da8080808080808080808080802a8da08ad42edadafedadafedadafedadafedadafedadafedada0a80808080868080808080808afedadafedada0a80808080868080808afedadafedada0a8080808086884448dffa82108080808080808080808080808080802a8080808080808080808080802a80b08080808080808080808080808080808a884a8b84a4a4a4a4a8a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a98a84a4a4a4a4a4a4a4a0a,HEX: 84 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 52 08 08 08 08 08 08 08 08 08 08 08 42 B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 08 08 08 45 D7 AD AF ED AD 45 1D AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF 8D A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 DA 08 AD 42 ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A0 A8 08 08 08 08 68 08 08 08 08 08 08 AF ED AD AF ED AD A0 A8 08 08 08 08 68 08 08 08 AF ED AD AF ED AD A0 A8 08 08 08 08 68 84 44 8D FF A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 0B 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 A8 84 A8 B8 4A 4A 4A 4A 4A 8A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 4A 4A 4A 4A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:14.756,swimmer2910,,HEX: 84 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 52 08 08 08 08 08 08 08 08 08 08 08 42 B8 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 48 08 08 08 45 D7 AD AF ED AD 45 1D AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF 8D A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 DA 08 AD 42 ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD AF ED AD A0 A8 08 08 08 08 68 08 08 08 08 08 08 AF ED AD AF ED AD A0 A8 08 08 08 08 68 08 08 08 AF ED AD AF ED AD A0 A8 08 08 08 08 68 84 44 8D FF A8 21 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 A8 08 08 08 08 08 08 08 08 08 08 08 02 A8 0B 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 A8 84 A8 B8 4A 4A 4A 4A 4A 8A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 98 A8 4A 4A 4A 4A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:15.687,swimmer2910,4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a42a84a4a4a4a4a42a84a4a4a4a4a4a4a4a4a4a4a4a4a4a42a84a4a4a4a4a4a4a4a4a4a4a29292929292929292929292929504aa84a4a4a4a4a4a4a4a4a4a4a4a4a29292929292929292929a12929292929292929292901a84a4a4a4a4a4a4a4a4a4a4a1aa82929292929292929292929292929292909a84a4a4a4a4a4a824a4a4a4a1aa84b4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a1afdb829292929292929b8292929292929294a4a4a4a4a4a1afdb8292929292929294a4a4a4a4a4a1afd292929292929292929292929292909fea84a4a29292929292929292929292929292929292929292929a8a829292929292929292929a8a85a292929292929212929a8a8da29a929292929292929292929292929292929292929292909a8294a4a6a4a4a4a4a0a,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 50 4A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 29 29 29 29 29 29 29 29 29 29 A1 29 29 29 29 29 29 29 29 29 29 01 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 4A 4A 4A 4A 4A 4A 82 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 B8 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 1A FD 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 FE A8 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 A8 A8 29 29 29 29 29 29 29 29 29 29 A8 A8 5A 29 29 29 29 29 29 21 29 29 A8 A8 DA 29 A9 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 29 4A 4A 6A 4A 4A 4A 4A 0A,Data Received
2024-12-30 08:58:15.688,swimmer2910,,HEX: 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 42 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 50 4A A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 29 29 29 29 29 29 29 29 29 29 A1 29 29 29 29 29 29 29 29 29 29 01 A8 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A A8 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 4A 4A 4A 4A 4A 4A 82 4A 4A 4A 4A 1A A8 4B 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 B8 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 1A FD B8 29 29 29 29 29 29 29 4A 4A 4A 4A 4A 4A 1A FD 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 FE A8 4A 4A 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 A8 A8 29 29 29 29 29 29 29 29 29 29 A8 A8 5A 29 29 29 29 29 29 21 29 29 A8 A8 DA 29 A9 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 09 A8 29 4A 4A 6A 4A 4A 4A 4A 0A,Sent to Video Wall
2024-12-30 08:58:15.804,swimmer2910,,,Connection Closed
